gene a,gene b,synonym a,synonym b,cell line,phenotype,additional notes,interaction
CSK,ZC3H14,-,MSUT-2|NY-REN-37|SUT2|UKp68,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SNX24,-,PRO1284,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,AKAP2,-,AKAP-2|AKAPKL|PRKA2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,FLG,-,ATOD2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,WDYHV1,-,C8orf32,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SCNN1G,-,BESC3|ENaCg|ENaCgamma|PHA1|SCNEG,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PDZD9,-,C16orf65,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,HIVEP1,-,CIRIP|CRYBP1|GAAP|MBP-1|PRDII-BF1|Schnurri-1|ZAS1|ZNF40|ZNF40A,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,MYH1,-,HEL71|MYHSA1|MYHa|MyHC-2X/D|MyHC-2x,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,HHATL,-,C3orf3|GUP1|MBOAT3|MSTP002|OACT3,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SARDH,-,BPR-2|DMGDHL1|SAR|SARD|SDH,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLC25A12,-,AGC1|ARALAR,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TNFAIP3,-,A20|OTUD7C|TNFA1P2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TRIP11,-,ACG1A|CEV14|GMAP-210|TRIP-11|TRIP230,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PADI2,-,PAD-H19|PAD2|PDI2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DNAAF1,-,CILD13|LRRC50|ODA7,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ELMOD3,-,DFNB88|LST3|RBED1|RBM29,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,IL13RA1,-,CD213A1|IL-13Ra|NR4,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PLCB4,-,ARCND2|PI-PLC,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GRIA4,-,GLUR4|GLUR4C|GLURD|GluA4,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CD3D,-,CD3-DELTA|IMD19|T3D,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,IFI16,-,IFNGIP1|PYHIN2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SYT14,-,SCAR11|sytXIV,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ODC1,-,ODC,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PCDH18,-,PCDH68L,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DENND5B,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,MAPK8,-,JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ATP8B1,-,ATPIC|BRIC|FIC1|ICP1|PFIC|PFIC1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,STOM,-,BND7|EPB7|EPB72,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CD80,-,B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,LYPD6B,-,CT116|LYPD7,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SAMD9L,-,C7orf6|DRIF2|UEF1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SHC3,-,N-Shc|NSHC|RAI|SHCC,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,RBM20,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TCF4,-,E2-2|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|SEF2-1D|TCF-4|bHLHb19,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,HOOK1,-,HK1,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CA11,-,CARPX1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SYNC,-,SYNC1|SYNCOILIN,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PTPN21,-,PTPD1|PTPRL10,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,DENND4C,-,C9orf55|C9orf55B|bA513M16.3,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,AEBP2,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,LRRC1,-,LANO|dJ523E19.1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PDZRN3,-,LNX3|SEMACAP3|SEMCAP3,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,EFR3B,-,KIAA0953,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,HOGA1,-,C10orf65|DHDPS2|DHDPSL|HP3|NPL2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,GRIA1,-,GLUH1|GLUR1|GLURA|GluA1|HBGR1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TBXA2R,-,BDPLT13|TXA2-R,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SUN3,-,SUNC1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ZNF607,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CPN2,-,ACBP,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SPDEF,-,PDEF|bA375E1.3,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CAST,-,BS-17,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,ZNF566,-,-,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,CHN1,-,ARHGAP2|CHN|DURS2|NC|RHOGAP2,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,SLITRK3,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,COL25A1,-,AMY|CLAC|CLAC-P|CLACP,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,LRRC59,-,p34,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,TIGD6,-,-,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,XKRX,-,XKR2|XPLAC|XRG2,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,VPS13B,-,CHS1|COH1,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,MMP8,-,CLG1|HNC|MMP-8|PMNL-CL,T47D,viability|Growth abnormality,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
CSK,PHF20L1,-,TDRD20B,T47D,Growth abnormality|viability,"CRISPR GI screen|Cell Line:T47D|Experimental Setup: Timecourse, negative selection, viability|GIST: A-phenotypic negative genetic interaction|Library: Geckov2|Significance Threshold: FDR<0.05",synthetic lethality
